19.9364	-0.06808	
14.4366	11.6265	
14.4366	11.6265	
16.9893	3.95982	
17.9256	3.85587	
19.0595	0.0138766	
19.9036	-0.0566649	
15.6459	7.74552	
16.212	7.07716	
16.4449	5.99364	
18.2462	2.75943	
15.5677	7.9577	
16.3751	6.29728	
15.4395	8.36429	
18.7817	0.584679	
16.8239	4.35291	
16.7342	4.66694	
16.1207	7.31708	
15.8859	7.74224	
16.6661	5.0062	
18.3086	2.4864	
18.3714	2.27194	
14.6273	11.3978	
15.2733	9.02231	
18.0585	3.51966	
18.005	3.64683	
16.6907	4.764	
16.9115	4.13676	
18.6609	1.03585	
15.1777	9.41847	
14.5543	11.5069	
15.3833	8.58228	
18.9546	0.159967	
14.9617	10.3654	
16.6359	5.15286	
16.5439	5.61044	
18.2158	3.01981	
14.6709	11.2644	
16.5526	5.42465	
18.4292	1.99825	
16.268	6.8535	
18.5237	1.57915	
14.8271	10.8154	
18.7186	0.766816	
16.4904	5.71293	
16.4843	5.86727	
15.5265	8.08868	
14.4954	11.5702	
18.991	0.0891167	
15.3222	8.76064	
14.7823	10.9796	
17.9766	3.82948	
18.6026	1.19494	
15.0497	9.99623	
16.0586	7.53199	
16.7998	4.46007	
18.5564	1.39046	
16.9274	4.09371	
18.4843	1.67748	
15.033	10.0588	
14.9243	10.5083	
18.2278	2.95689	
18.1658	3.2362	
18.6975	0.858215	
15.364	8.64162	
15.2172	9.24685	
15.4854	8.22411	
15.9836	7.63351	
15.2591	9.11438	
15.0829	9.81245	
18.8884	0.308775	
14.8565	10.7486	
18.6142	1.15544	
14.8759	10.635	
18.4497	1.83183	
18.8368	0.452115	
15.9002	7.70127	
16.2752	6.81973	
14.7168	11.1803	
18.1658	3.2362	
18.1056	3.37329	
18.5482	1.42151	
16.1099	7.39164	
14.7618	11.0401	
16.3335	6.58447	
18.8399	0.430152	
18.3532	2.3358	
14.9967	10.2157	
16.0645	7.45569	
16.3122	6.67591	
15.1071	9.73652	
18.1056	3.37329	
16.6055	5.3067	
18.3346	2.44644	
15.9724	7.6506	
15.1288	9.62709	
16.341	6.45551	
14.7289	11.1227	
16.368	6.41852	
16.6017	5.32624	
