14.4366	11.6265	
14.4666	11.618	
14.4766	11.6169	
14.4791	11.6147	
14.4893	11.6084	
14.5104	11.5924	
14.5143	11.586	
14.5242	11.5782	
14.5303	11.5635	
14.5404	11.5559	
14.5491	11.5496	
14.5759	11.4923	
14.5861	11.4838	
14.5903	11.476	
14.596	11.4652	
14.6062	11.4476	
14.626	11.4013	
14.6273	11.3978	
14.6459	11.3682	
14.6571	11.3421	
16.3036	6.717	
16.3065	6.6979	
16.3122	6.67591	
16.32	6.64761	
16.2807	6.75886	
15.6364	7.76995	
16.3221	6.5952	
15.0897	9.81565	
16.3641	6.45234	
16.3335	6.58447	
16.338	6.54166	
16.3452	6.53435	
16.0428	7.56645	
14.9243	10.5083	
16.0243	7.60851	
16.4304	6.14652	
18.6975	0.858215	
18.7688	0.620014	
14.5244	11.578	
16.1712	7.1885	
16.4327	6.14644	
16.4445	6.08471	
16.4719	5.95823	
16.368	6.41852	
16.3048	6.71181	
16.472	5.93356	
16.4899	5.86176	
16.6804	4.93858	
16.3218	6.62885	
16.5198	5.71843	
18.5686	1.33801	
16.5292	5.67153	
16.4851	5.86861	
14.9084	10.5701	
16.5406	5.62544	
16.5467	5.54761	
16.6842	4.91043	
16.3522	6.49207	
16.9535	4.02007	
18.9404	0.225172	
15.9749	7.65739	
16.1489	7.25035	
15.1663	9.50701	
14.6492	11.3642	
15.1596	9.5255	
14.7369	11.1274	
16.6423	5.11847	
16.6541	5.06872	
14.7168	11.1803	
16.4393	6.1025	
16.6759	4.95921	
16.6808	4.93518	
15.1306	9.65597	
16.6859	4.89706	
16.3036	6.7168	
17.9768	3.7951	
17.9391	3.8503	
16.6078	5.2961	
17.9315	3.85169	
15.5761	7.9365	
16.7163	4.7366	
18.536	1.47913	
16.7307	4.69675	
16.7892	4.49629	
16.7998	4.46007	
14.8649	10.7152	
16.738	4.65017	
16.2344	6.98764	
16.2342	6.98849	
15.2349	9.22466	
15.2551	9.12769	
15.5933	7.88035	
16.8225	4.37709	
14.6407	11.3795	
16.3743	6.40785	
14.8515	10.7649	
16.8522	4.29884	
16.8753	4.20062	
15.2224	9.26963	
15.0721	9.88766	
15.8859	7.74224	
16.896	4.17439	
16.5439	5.61044	
16.5534	5.51149	
15.1235	9.6834	
14.5123	11.592	
16.9409	4.06301	
16.9559	4.01823	
18.7522	0.69063	
18.4884	1.67255	
16.3164	6.65412	
18.5811	1.28878	
16.3814	6.36112	
18.4714	1.77818	
16.6693	4.98844	
18.8443	0.415369	
18.5813	1.25992	
15.1017	9.77243	
16.5766	5.43872	
14.695	11.2439	
16.8869	4.17821	
18.6097	1.16504	
16.6359	5.15286	
17.0177	3.90369	
18.618	1.13458	
16.6084	5.29444	
16.6241	5.21636	
14.5547	11.5353	
18.6609	1.03585	
16.66	5.02933	
18.0567	3.53393	
15.5508	8.01564	
15.3459	8.75539	
16.8712	4.24318	
15.2297	9.22955	
15.3116	8.90485	
16.4632	5.98268	
14.9352	10.4609	
18.0849	3.45056	
14.711	11.193	
14.459	11.6234	
18.6199	1.08804	
18.69	0.885712	
18.6891	0.900938	
14.7842	11.0011	
16.2693	6.85486	
15.2083	9.32652	
16.8239	4.35291	
18.8884	0.308775	
18.0649	3.51259	
16.0443	7.56296	
16.6075	5.30219	
15.2027	9.35299	
14.5743	11.4946	
16.5646	5.50602	
15.6049	7.85399	
16.9961	3.93301	
18.3307	2.46476	
16.2512	6.88304	
16.7568	4.58642	
19.9036	-0.0566649	
18.2056	3.06434	
16.6023	5.30835	
15.1074	9.74854	
16.4146	6.21907	
16.2603	6.87928	
16.615	5.2454	
18.6026	1.19494	
16.5814	5.42255	
15.6255	7.79045	
18.7058	0.810664	
14.4899	11.6066	
15.1456	9.59058	
14.9916	10.2405	
16.4495	6.04929	
15.3134	8.88961	
16.3779	6.39191	
15.3047	8.91898	
19.9067	-0.060366	
18.3137	2.50458	
15.6406	7.75922	
16.9274	4.09371	
15.0576	9.95606	
18.5564	1.39046	
15.5677	7.9577	
15.8995	7.734	
16.9115	4.13676	
18.8412	0.418327	
18.4614	1.82658	
16.4105	6.24235	
15.4892	8.21717	
16.6669	5.00452	
15.6459	7.74552	
15.1022	9.76571	
19.0476	0.0316369	
18.208	3.02768	
16.6917	4.89005	
19.0595	0.0138766	
15.1557	9.55965	
18.9004	0.275356	
14.9431	10.4321	
16.3591	6.46208	
16.478	5.92777	
14.8239	10.8456	
18.9679	0.132536	
16.4915	5.85192	
18.6122	1.16293	
16.2798	6.78531	
15.4207	8.46061	
18.4873	1.76069	
18.8136	0.496337	
18.2412	2.88032	
18.3595	2.31521	
18.5482	1.42151	
15.4308	8.42401	
18.8399	0.430152	
18.9167	0.238479	
16.7807	4.53281	
15.0721	9.89816	
18.5255	1.49561	
15.9325	7.72048	
16.761	4.56072	
18.7914	0.512609	
15.3288	8.82284	
15.0382	10.0398	
16.6017	5.32624	
16.0586	7.53199	
18.0748	3.46527	
18.7817	0.584679	
18.6142	1.15544	
14.7639	11.0699	
18.0093	3.60552	
18.7686	0.638393	
16.6055	5.3067	
18.5078	1.66699	
16.6334	5.17677	
18.7484	0.70468	
15.5597	7.98096	
15.9526	7.69233	
16.4933	5.80422	
16.0793	7.48155	
16.9586	4.0121	
18.8721	0.342968	
14.5659	11.5258	
18.765	0.643087	
16.7093	4.80396	
16.6789	4.94461	
18.4497	1.83183	
15.4192	8.46953	
15.0207	10.1249	
15.0136	10.1491	
16.4265	6.16785	
15.0828	9.8523	
18.4079	2.11906	
18.3949	2.14308	
15.0931	9.79237	
15.9751	7.63691	
16.6587	5.05159	
15.4382	8.40024	
14.9132	10.5475	
18.2806	2.71762	
18.3714	2.27194	
18.5926	1.24166	
18.6738	0.945661	
15.3288	8.82284	
16.2752	6.81973	
16.8717	4.24254	
18.3618	2.30388	
15.0618	9.9429	
18.9546	0.159967	
16.6453	5.10853	
18.1436	3.3142	
16.7475	4.60639	
18.3615	2.30569	
18.2884	2.68908	
16.9589	3.9733	
18.3532	2.3358	
16.33	6.59046	
18.3346	2.44644	
17.9766	3.82948	
15.2926	8.98173	
18.7186	0.766816	
18.3244	2.48396	
18.3069	2.57192	
18.2909	2.67661	
16.5725	5.4704	
16.08	7.47666	
15.36	8.69988	
15.3447	8.75935	
16.6661	5.0062	
14.9195	10.5089	
18.7158	0.773192	
18.0552	3.576	
