-0.209004	-0.00336005	-0.348275	
-0.407503	-0.0178546	-0.133718	
-0.146552	-0.183026	-0.230564	
-0.150487	-0.11573	-0.29442	
-0.549409	-0.00565123	-0.00474992	
-0.318695	-0.0352128	-0.206075	
-0.0827986	-0.319524	-0.157014	
-0.451074	-0.103885	-0.00442573	
-0.0934524	-0.136224	-0.329815	
-0.266765	-0.122988	-0.170647	
-0.252368	-0.163575	-0.143832	
-0.104542	-0.284651	-0.170653	
-0.290938	-0.0807733	-0.188149	
-0.120482	-0.307041	-0.131949	
-0.00780359	-0.411037	-0.141419	
-0.113504	-0.346832	-0.09994	
-0.510748	-0.00376367	-0.0445651	
-0.287926	-0.206911	-0.0651929	
-0.0558722	-0.133683	-0.370368	
-0.0347042	-0.269086	-0.257919	
-0.265449	-0.18811	-0.106173	
-0.441964	-0	-0.117493	
-0.00440927	-0.507255	-0.0494742	
-0.146674	-0.414107	-0.000300517	
-0.0334149	-0.091737	-0.434647	
-0.213528	-0.160906	-0.185326	
-0.0492922	-0.457888	-0.0526761	
-0.410031	-0.124909	-0.0244472	
-0.279492	-0.0284289	-0.250989	
-0.168675	-0.0718223	-0.319276	
-0.0536194	-0.00307409	-0.503882	
-0.378601	-0.165993	-0.0153242	
-0.0197718	-0.00594543	-0.533674	
-0.0385276	-0.178905	-0.342941	
-0.113058	-0.0257256	-0.421819	
-0.0747826	-0.174776	-0.310437	
-0.0767697	-0.468401	-0.0148594	
-0.457812	-0.0346627	-0.068082	
-0.00281326	-0.0463934	-0.510602	
-0.347474	-0.0370663	-0.175293	
-0.0493956	-0.310815	-0.199053	
-0.234346	-0.252268	-0.0730113	
-0.00641621	-0.371979	-0.181481	
-0.389113	-0.066097	-0.104491	
-0.0847232	-0.269802	-0.205701	
-0.203517	-0.29846	-0.0588247	
-0.380358	-0.116837	-0.0641589	
-0.135907	-0.0849633	-0.338631	
-0.0401992	-0.348829	-0.172618	
-0.0867514	-0.393535	-0.0791913	
-0.0712813	-0.0540389	-0.43464	
-0.327395	-0.171572	-0.0606467	
-0.165471	-0.0439836	-0.351148	
-0.112364	-0.400184	-0.0474671	
-0.334761	-0.217437	-0.00769596	
-0.223966	-0.0747662	-0.260547	
-0.41921	-0.0420387	-0.0976774	
-0.029866	-0.530575	-0.00179395	
-0.38893	-0.0018985	-0.16825	
-0.0972366	-0.00157383	-0.461763	
-0.0552915	-0.38423	-0.119864	
-0.0594544	-0.0930138	-0.408182	
-0.111318	-0.214875	-0.23308	
-0.0104213	-0.451872	-0.0966516	
-0.205441	-0.221006	-0.135055	
-0.19578	-0.263904	-0.100837	
-0	-0.1865	-0.373619	
-0.320836	-0.0888805	-0.149708	
-0.0538918	-0.207963	-0.297486	
-0.146774	-0.26583	-0.146974	
-0.26306	-0.00110909	-0.29486	
-0.0041847	-0.151906	-0.402846	
-0.0385425	-0.0459989	-0.475047	
-0.248165	-0.298232	-0.0132314	
-0.206865	-0.349247	-0.00307708	
-0.16261	-0.29909	-0.09825	
-0.174218	-0.192878	-0.195053	
-0.36184	-0.0565383	-0.141132	
-0.0755312	-0.236276	-0.248102	
-0.165694	-0.00266282	-0.391435	
-0.499131	-0.0570162	-0.00318844	
-0.344445	-0.139972	-0.0766151	
-0.207161	-0.058659	-0.294898	
-0.0568988	-0.426228	-0.0764061	
-0.419827	-0.0796356	-0.059546	
-0.146088	-0.344328	-0.0692815	
-0.00225941	-0.0866036	-0.470081	
-0.1903	-0.129923	-0.239747	
-0.0998843	-0.190248	-0.269861	
-0.00402553	-0.237208	-0.318442	
-0.0834578	-0.433068	-0.043217	
-0.103695	-0.0700699	-0.386451	
-0.13473	-0.155201	-0.269641	
-0.137138	-0.23026	-0.19245	
-0.0445241	-0.495752	-0.0216732	
-0.00464363	-0.317945	-0.236335	
-0.279911	-0.2453	-0.0343089	
-0.310105	-0.13912	-0.112019	
-0.249173	-0.0865767	-0.224126	
-0.178541	-0.347541	-0.0341331	
