-181.387	-0	-0	
-133.191	-0	-0	
-114.33	-0	-0	
-99.3651	-0	-0	
-91.5288	-0	-0	
-54.9425	-0	-0	
-41.2638	-0	-0	
-36.8246	-0	-0	
-22.5813	-0	-0	
-5.831	-0	-0	
-0.627004	-0	-0	
-0.558989	-0	-0	
-0.549409	-0.00565123	-0.00474992	
-0.517708	-0	-0.0414296	
-0.517637	-0.00276786	-0.0389704	
-0.515596	-0.00550898	-0.0380076	
-0.512891	-0.0025455	-0.043646	
-0.511179	-0.00378351	-0.0441193	
-0.499729	-0.0573636	-0.00228279	
-0.499131	-0.0570162	-0.00318844	
-0.498585	-0.0592041	-0.00159071	
-0.494887	-0.0645049	-0	
-0.484931	-0.0262473	-0.0482494	
-0.481595	-0.0308807	-0.0466893	
-0.480444	-0.0314327	-0.0472898	
-0.477585	-0	-0.0819876	
-0.461219	-0.0343312	-0.064929	
-0.457812	-0.0346627	-0.068082	
-0.457798	-0.0349893	-0.0677418	
-0.457508	-0.0381705	-0.064745	
-0.456214	-0.0380663	-0.0663883	
-0.456184	-0.0442234	-0.0586949	
-0.455774	-0.0367232	-0.0680302	
-0.454842	-0.0642092	-0.0401648	
-0.454281	-0.00536274	-0.0999571	
-0.451775	-0.104308	-0.0033078	
-0.451046	-0.103882	-0.00445622	
-0.448593	-0.112255	-0	
-0.444391	-0.0285117	-0.0862626	
-0.441771	-0	-0.117685	
-0.441673	-0.0639733	-0.0534847	
-0.440943	-0.000286825	-0.118181	
-0.437569	-0.0370386	-0.0843928	
-0.437277	-0.00335119	-0.118733	
-0.436956	-0.123803	-0	
-0.433825	-0.078441	-0.0467707	
-0.43379	-0.184937	-0	
-0.433064	-0.00188902	-0.124219	
-0.432031	-0.0381773	-0.0887015	
-0.430502	-0.0378373	-0.0905686	
-0.427322	-0.0101304	-0.121694	
-0.421092	-0.0803585	-0.0575738	
-0.421047	-0.0808332	-0.0571417	
-0.42084	-0.0807131	-0.0574659	
-0.420551	-0.0395413	-0.0988206	
-0.420171	-0.0399059	-0.0988371	
-0.419827	-0.0796356	-0.059546	
-0.41921	-0.0420387	-0.0976774	
-0.416372	-0.190202	-0.00398593	
-0.415765	-0	-0.143351	
-0.415047	-0.017653	-0.126602	
-0.414956	-0.0879268	-0.0561547	
-0.413881	-0.122865	-0.022649	
-0.413625	-0.0871137	-0.0582968	
-0.495196	-0.0216177	-0.0424529	
-0.451331	-0.104048	-0.00400747	
-0.411883	-0.0686014	-0.0801162	
-0.411869	-0.127513	-0.0204556	
-0.410915	-0.124781	-0.0237004	
-0.410676	-0.0716352	-0.0783484	
-0.409782	-0.124915	-0.0246902	
-0.408942	-0.0207265	-0.130749	
-0.408535	-0.0214104	-0.13047	
-0.408238	-0.0733811	-0.07904	
-0.406756	-0.0237241	-0.129906	
-0.405732	-0	-0.153824	
-0.405658	-0.020272	-0.133119	
-0.40455	-0.0380336	-0.117971	
-0.403869	-0	-0.155683	
-0.403153	-0.102501	-0.053876	
-0.402244	-0.00483291	-0.152474	
-0.40204	-0.147403	-0.010637	
-0.401526	-0.0708249	-0.0866226	
-0.401484	-0.0717012	-0.0858643	
-0.401427	-0.111894	-0.0463316	
-0.400465	-0.112319	-0.0468658	
-0.400129	-0.00475223	-0.154614	
-0.399219	-0.00341389	-0.156888	
-0.398571	-0.113032	-0.0480605	
-0.397979	-0.112961	-0.0487193	
-0.390769	-0.114011	-0.0549926	
-0.420887	-0.0806099	-0.0575249	
-0.389787	-0	-0.169315	
-0.389185	-0.00189029	-0.168005	
-0.389051	-0.240944	-0	
-0.388375	-0.121817	-0.049463	
-0.388	-0.0717058	-0.0992423	
-0.387951	-0.119509	-0.0521596	
-0.387693	-0.0714774	-0.0997734	
-0.387152	-0.0353967	-0.138803	
-0.387147	-0.119607	-0.0529195	
-0.385112	-0.0392062	-0.137004	
-0.384958	-0	-0.174657	
-0.444746	-0.0315737	-0.0828497	
-0.421505	-0.0801655	-0.057351	
-0.384789	-0.000486116	-0.174338	
-0.384683	-0.115105	-0.0617324	
-0.381008	-0.164664	-0.0142558	
-0.380889	-0.130568	-0.0476701	
-0.379278	-0.1166	-0.0635508	
-0.379088	-0.164831	-0.0159495	
-0.378838	-0.118398	-0.0622275	
-0.378601	-0.165993	-0.0153242	
-0.378303	-0.16305	-0.0186233	
-0.376822	-0.119729	-0.0629083	
-0.376119	-0.0397541	-0.146141	
-0.376017	-0.114875	-0.0685583	
-0.37522	-0.115288	-0.0689397	
-0.375205	-0.115434	-0.0688112	
-0.375001	-0.115649	-0.0687989	
-0.373896	-0.115982	-0.0695706	
-0.373061	-0.116452	-0.0699114	
-0.373045	-0.116736	-0.0696538	
-0.370302	-0.0438457	-0.146282	
-0.370169	-0.12243	-0.0667506	
-0.367104	-0.0941436	-0.0983276	
-0.407503	-0.0178546	-0.133718	
-0.365852	-0.126432	-0.06824	
-0.387039	-0.0716024	-0.100301	
-0.365452	-0.054889	-0.139227	
-0.36542	-0.0340885	-0.161064	
-0.364393	-0.0519191	-0.14334	
-0.363639	-0.180921	-0.0153313	
-0.363225	-0.251893	-0	
-0.363147	-0.251841	-0.000132509	
-0.407322	-0.131032	-0.0210134	
-0.362941	-0.251537	-0.000484086	
-0.362531	-0.0564045	-0.140595	
-0.362061	-0.106506	-0.09082	
-0.361782	-0.0487454	-0.149781	
-0.36153	-0.0296512	-0.169195	
-0.358059	-0.135575	-0.0677181	
-0.357884	-0.0312693	-0.171224	
-0.352371	-0.146987	-0.0625657	
-0.352213	-0.13977	-0.0693514	
-0.352005	-0.0333716	-0.17448	
-0.351031	-0.159427	-0.0491673	
-0.350974	-0.00748411	-0.202736	
-0.350934	-0.154062	-0.057074	
-0.350621	-0.139941	-0.0707039	
-0.350616	-0.139942	-0.0707082	
-0.348104	-0.0368395	-0.174893	
-0.346876	-0.0346024	-0.17836	
-0.346823	-0.141938	-0.0724122	
-0.34532	-0.0923184	-0.123022	
-0.342718	-0.272184	-0	
-0.341831	-0.160459	-0.0596119	
-0.341826	-0.160462	-0.0596143	
-0.341823	-0.160723	-0.05934	
-0.341768	-0.199928	-0.0280076	
-0.341267	-0.216116	-0.00255195	
-0.340399	-0.149233	-0.0715192	
