0.0673573	0.196916	0.735727	
0.00780232	0.791998	0.2002	
0.349999	0.107736	0.542265	
0.458631	0.424183	0.117186	
0.162145	0.428788	0.409067	
0.0280563	0.93061	0.0413333	
0.548274	0.150927	0.300799	
0.130619	0.111708	0.757673	
0.233009	0.559811	0.207181	
0.0217263	0.423698	0.554576	
0.704399	0.172096	0.123505	
0.324758	0.256691	0.418551	
0.298633	0.654218	0.0471497	
0.0472005	0.644004	0.308795	
0.179602	0.0385826	0.781816	
0.454212	0.331564	0.214224	
0.144076	0.288688	0.567236	
0.0763956	0.793734	0.129871	
0.48185	0.0899595	0.428191	
0.565882	0.381116	0.0530017	
0.240751	0.442364	0.316885	
0.0204975	0.170517	0.808986	
0.671358	0.107311	0.22133	
0.258996	0.160727	0.580277	
0.321252	0.542465	0.136283	
0.0712729	0.49073	0.437997	
0.829774	0.111336	0.0588901	
0.429642	0.245286	0.325072	
0.0623485	0.0969263	0.840725	
0.112893	0.658604	0.228502	
